# OpenSubtitles 2018 English word frequencies, 50,000 types, rank order.
#
# SOURCE  hermitdave/FrequencyWords content/2018/en/en_50k.txt
#         fetched 2026-08-11, md5 370a7a55f79605b25638e3e262d5f920 of the upstream file
# LICENCE MIT (LICENSE at the repo root, "Copyright (c) 2016 Hermit Dave")
#         over OpenSubtitles 2018 as distributed by OPUS.
#
# WHY IT IS HERE. It is the REGISTER replacement for wordfreq20k.txt, which is
# a 2006 web crawl (see that file's row in data/sources.tsv). Spoken English
# inverts the web list's pathology: `moon` outranks `yahoo` by 13.7x here,
# where the web list has `yahoo` outranking `moon` by 5.6x, and `weep`, `wept`
# and `mourn` exist at all -- the web list has none of the three, which in
# `lyric_harness.CandidateEngine` means not merely unranked but UNOFFERABLE.
#
# WHAT IT DOES NOT FIX. It is still a GLOBAL UNIGRAM RANK. Measured
# leave-one-author-out against what 69 held-out authors actually reached for,
# it blocks 21.4% of realised rhyme partners against the web list's 16.9% --
# real, and small beside the 63.2% the line-final CONDITIONAL reaches. The
# head of any unigram list is function words, and inside a rhyme field that is
# where the exclusion gets spent. quality/RESULTS_SONG_FREQUENCY.md.
#
# TOKENISATION. Upstream splits clitics, so `'s` and `'t` are types (ranks 6
# and 10). They are kept as they came rather than silently merged: a count is
# a coordinate of its tokenisation (doctrine 58/91) and the next person to
# measure this should see the same file the number came from.
#
# INDEPENDENT of every corpus in this repo -- contemporary film and television
# subtitles are not verse, are not sung, and are not any cell's labelled pool.
word	count	rank
violin	4612	6706
stir	4611	6707
lifestyle	4610	6708
realm	4610	6709
monty	4609	6710
roosevelt	4608	6711
missy	4608	6712
fitting	4606	6713
señor	4605	6714
tuna	4605	6715
tuck	4605	6716
inspection	4604	6717
nursing	4603	6718
jared	4602	6719
poop	4601	6720
cardinal	4601	6721
altar	4600	6722
herman	4600	6723
carlo	4600	6724
tourist	4599	6725
conviction	4599	6726
jelly	4597	6727
thrill	4597	6728
lounge	4597	6729
cha	4596	6730
zip	4596	6731
hogan	4595	6732
dimension	4595	6733
choke	4594	6734
backing	4594	6735
pains	4593	6736
bodyguard	4593	6737
rug	4593	6738
jaw	4592	6739
ants	4591	6740
popcorn	4590	6741
courtroom	4589	6742
reynolds	4589	6743
pointless	4589	6744
documentary	4587	6745
donor	4586	6746
mortgage	4586	6747
tunnels	4586	6748
enforcement	4585	6749
demanding	4584	6750
cocks	4584	6751
eliminated	4584	6752
agh	4582	6753
rapidly	4581	6754
refer	4580	6755
shipment	4577	6756
tasted	4577	6757
fails	4577	6758
michel	4576	6759
rushed	4575	6760
ordering	4574	6761
efficient	4574	6762
outrageous	4569	6763
gracious	4566	6764
slaughter	4562	6765
marijuana	4561	6766
monroe	4560	6767
pipes	4559	6768
backed	4558	6769
vest	4557	6770
approached	4557	6771
mechanic	4555	6772
mumbai	4553	6773
arizona	4552	6774
legendary	4550	6775
delayed	4549	6776
resolve	4548	6777
relation	4547	6778
amelia	4545	6779
mechanical	4542	6780
fare	4542	6781
karma	4541	6782
jefferson	4541	6783
chorus	4540	6784
nana	4539	6785
extend	4539	6786
info	4533	6787
saddle	4531	6788
pretended	4528	6789
equals	4526	6790
motherfuckers	4524	6791
artificial	4523	6792
accomplish	4521	6793
burial	4520	6794
lynn	4519	6795
detention	4518	6796
vow	4518	6797
bake	4517	6798
breakdown	4517	6799
dvd	4515	6800
delhi	4512	6801
selected	4507	6802
lightly	4506	6803
'em	4505	6804
dealers	4504	6805
e.	4504	6806
layer	4501	6807
gown	4501	6808
courtney	4495	6809
incoming	4492	6810
reid	4492	6811
countryside	4491	6812
cheaper	4491	6813
smelled	4491	6814
devon	4490	6815
ducks	4490	6816
lethal	4489	6817
swan	4489	6818
attending	4489	6819
moonlight	4488	6820
ropes	4487	6821
dispatch	4487	6822
notebook	4484	6823
punched	4484	6824
identification	4483	6825
contracts	4482	6826
scattered	4482	6827
trusting	4477	6828
susie	4476	6829
prayed	4476	6830
volunteers	4474	6831
remembering	4474	6832
adopt	4473	6833
calvin	4472	6834
worms	4470	6835
consideration	4470	6836
bandits	4470	6837
moses	4469	6838
zombies	4468	6839
lionel	4466	6840
non	4464	6841
transplant	4463	6842
crackling	4462	6843
loneliness	4461	6844
frasier	4461	6845
epic	4458	6846
gladly	4458	6847
marcel	4457	6848
mon	4456	6849
frost	4455	6850
registration	4453	6851
prophet	4451	6852
launched	4451	6853
constitution	4446	6854
roland	4441	6855
claude	4441	6856
sock	4440	6857
dragons	4439	6858
buyer	4438	6859
regulations	4435	6860
mimi	4432	6861
volcano	4431	6862
accomplice	4431	6863
bounty	4430	6864
hotels	4429	6865
favors	4428	6866
opinions	4428	6867
pressed	4427	6868
asylum	4426	6869
blunt	4425	6870
duel	4425	6871
niles	4422	6872
consult	4422	6873
nevertheless	4420	6874
carnival	4420	6875
au	4419	6876
baba	4419	6877
hah	4418	6878
paths	4415	6879
rides	4414	6880
tray	4414	6881
cynthia	4414	6882
te	4414	6883
handcuffs	4414	6884
shannon	4414	6885
barrier	4413	6886
supposedly	4412	6887
faggot	4411	6888
hunch	4408	6889
disposal	4408	6890
yacht	4408	6891
stain	4407	6892
thoughtful	4405	6893
healed	4405	6894
thinkin	4404	6895
syndrome	4403	6896
hairy	4402	6897
kansas	4400	6898
happiest	4399	6899
entertain	4399	6900
y-you	4399	6901
ambush	4397	6902
recommended	4397	6903
childish	4397	6904
meter	4395	6905
gilbert	4395	6906
lease	4394	6907
climbed	4393	6908
nadia	4393	6909
unstable	4393	6910
exploded	4391	6911
apollo	4390	6912
rogers	4389	6913
politician	4389	6914
rs	4389	6915
awaits	4388	6916
abraham	4387	6917
evelyn	4386	6918
particles	4385	6919
violation	4385	6920
lined	4384	6921
amazed	4383	6922
lure	4383	6923
lyrics	4382	6924
pod	4382	6925
fran	4381	6926
universal	4381	6927
d.c.	4378	6928
hulk	4376	6929
drunken	4376	6930
hyah	4376	6931
continuing	4375	6932
goals	4374	6933
warming	4372	6934
dc	4371	6935
chemicals	4371	6936
owl	4370	6937
xena	4368	6938
compromised	4367	6939
grounded	4367	6940
cane	4366	6941
avenge	4364	6942
dexter	4364	6943
phantom	4364	6944
notion	4363	6945
directors	4362	6946
tease	4361	6947
forensic	4361	6948
doe	4361	6949
outcome	4360	6950
slam	4360	6951
shattered	4360	6952
cheque	4359	6953
baked	4359	6954
sought	4357	6955
racket	4355	6956
hammond	4355	6957
rider	4352	6958
exotic	4352	6959
cory	4351	6960
extent	4350	6961
eighth	4350	6962
stack	4345	6963
wheat	4345	6964
shipping	4345	6965
satisfy	4343	6966
kara	4341	6967
departure	4341	6968
finch	4341	6969
blocking	4340	6970
regiment	4338	6971
kin	4336	6972
klaus	4335	6973
surf	4333	6974
kilometers	4330	6975
rises	4329	6976
frighten	4329	6977
abused	4328	6978
gerald	4325	6979
colours	4324	6980
hath	4323	6981
marvin	4322	6982
texts	4322	6983
spaghetti	4322	6984
chester	4322	6985
bosses	4320	6986
elephants	4319	6987
snarling	4319	6988
contained	4319	6989
laurie	4317	6990
arab	4317	6991
bumped	4317	6992
chili	4316	6993
yah	4315	6994
sustained	4313	6995
abducted	4313	6996
panicked	4313	6997
shallow	4312	6998
diving	4312	6999
artie	4311	7000
harriet	4311	7001
generator	4311	7002
federation	4310	7003
mulder	4310	7004
arresting	4309	7005
techniques	4309	7006
feather	4308	7007
printed	4306	7008
untie	4306	7009
jupiter	4305	7010
hay	4300	7011
stalking	4300	7012
conrad	4299	7013
phony	4298	7014
brett	4298	7015
whack	4297	7016
scored	4297	7017
continent	4293	7018
articles	4292	7019
oxford	4291	7020
z	4291	7021
organize	4289	7022
sensors	4288	7023
shanghai	4288	7024
wh	4287	7025
sniper	4285	7026
noisy	4284	7027
framed	4284	7028
horizon	4284	7029
twilight	4283	7030
reflection	4283	7031
masks	4281	7032
godfather	4281	7033
merchant	4280	7034
wages	4280	7035
robe	4279	7036
waist	4279	7037
stinking	4277	7038
disappointment	4277	7039
venture	4274	7040
voyage	4273	7041
curry	4271	7042
ominous	4270	7043
sunlight	4270	7044
oui	4269	7045
overseas	4269	7046
casualties	4269	7047
aaah	4269	7048
mattress	4265	7049
grill	4265	7050
marketing	4265	7051
accepting	4264	7052
occupation	4264	7053
deadline	4264	7054
freed	4264	7055
exhibit	4263	7056
poems	4263	7057
echoing	4262	7058
shin	4262	7059
compliments	4262	7060
til	4261	7061
define	4261	7062
urine	4261	7063
foreman	4260	7064
facial	4259	7065
p.a.	4258	7066
combined	4257	7067
brody	4255	7068
probation	4254	7069
reject	4253	7070
catches	4248	7071
dances	4248	7072
gemma	4248	7073
pinch	4247	7074
ingredients	4247	7075
ra	4247	7076
hurricane	4245	7077
chatting	4244	7078
mini	4243	7079
heel	4241	7080
adding	4241	7081
bandit	4238	7082
destined	4236	7083
limo	4235	7084
spa	4235	7085
graves	4234	7086
turkish	4234	7087
listed	4233	7088
corpses	4233	7089
matty	4232	7090
evacuate	4232	7091
publish	4232	7092
judith	4231	7093
banned	4231	7094
snaps	4231	7095
cheeks	4230	7096
predict	4229	7097
ohio	4229	7098
holland	4229	7099
confront	4228	7100
utterly	4228	7101
pals	4228	7102
pilots	4228	7103
umm	4228	7104
jonah	4227	7105
ironic	4226	7106
improved	4226	7107
popping	4226	7108
mills	4224	7109
farther	4220	7110
delivering	4220	7111
skipper	4218	7112
flattered	4218	7113
coconut	4217	7114
acknowledge	4214	7115
shuts	4213	7116
sweden	4213	7117
hooray	4212	7118
sip	4212	7119
blessings	4210	7120
grocery	4210	7121
terminal	4208	7122
parks	4205	7123
meaningless	4205	7124
awards	4205	7125
fade	4205	7126
hiring	4204	7127
burton	4203	7128
fees	4203	7129
wretched	4202	7130
krishna	4199	7131
thoroughly	4198	7132
exhibition	4198	7133
spends	4198	7134
denver	4197	7135
80s	4196	7136
winners	4193	7137
doris	4193	7138
luther	4192	7139
disappearance	4192	7140
madrid	4192	7141
supported	4190	7142
advised	4190	7143
regina	4187	7144
supermarket	4187	7145
hereby	4186	7146
pier	4186	7147
shorter	4186	7148
betrayal	4185	7149
philadelphia	4185	7150
christians	4184	7151
psychology	4181	7152
danielle	4180	7153
trent	4179	7154
keeper	4179	7155
detroit	4179	7156
canadian	4179	7157
su	4178	7158
associates	4177	7159
gerry	4176	7160
restless	4173	7161
collector	4172	7162
marvellous	4172	7163
physician	4171	7164
exposure	4171	7165
grudge	4170	7166
lid	4166	7167
followers	4166	7168
glow	4165	7169
submarine	4164	7170
towns	4164	7171
pawn	4164	7172
edith	4162	7173
includes	4161	7174
lu	4160	7175
proposition	4160	7176
joker	4159	7177
spilled	4158	7178
opposition	4158	7179
jang	4158	7180
haley	4158	7181
hose	4157	7182
partnership	4157	7183
usa	4155	7184
timmy	4154	7185
breathes	4151	7186
whoops	4151	7187
astronaut	4150	7188
porch	4148	7189
leonardo	4148	7190
responding	4148	7191
wishing	4148	7192
boil	4146	7193
kneel	4146	7194
tammy	4141	7195
clumsy	4141	7196
rapid	4140	7197
xiao	4140	7198
stevens	4139	7199
invested	4138	7200
janice	4138	7201
roller	4137	7202
thai	4137	7203
justify	4137	7204
garlic	4136	7205
yelled	4135	7206
simone	4134	7207
ammunition	4134	7208
sushi	4133	7209
shaft	4133	7210
definition	4132	7211
gardens	4131	7212
chandler	4129	7213
ne	4128	7214
notify	4128	7215
brady	4128	7216
beasts	4127	7217
setup	4127	7218
greed	4123	7219
dared	4122	7220
unlucky	4121	7221
classroom	4121	7222
treaty	4120	7223
hike	4118	7224
dagger	4118	7225
spine	4115	7226
detect	4113	7227
chow	4112	7228
des	4110	7229
teenagers	4109	7230
handwriting	4109	7231
mock	4108	7232
challenging	4108	7233
salon	4108	7234
virtue	4107	7235
lawsuit	4107	7236
shelly	4105	7237
clap	4105	7238
mustache	4104	7239
offence	4103	7240
med	4103	7241
sultan	4102	7242
attraction	4102	7243
franco	4101	7244
courts	4100	7245
fortress	4100	7246
café	4099	7247
peel	4097	7248
petrol	4096	7249
disappears	4096	7250
asset	4096	7251
warp	4096	7252
workshop	4095	7253
traps	4094	7254
jeannie	4091	7255
appreciated	4090	7256
condemned	4089	7257
garrett	4088	7258
muttering	4087	7259
shook	4087	7260
naval	4086	7261
egyptian	4085	7262
expand	4084	7263
sunrise	4083	7264
swine	4083	7265
jingle	4083	7266
lordship	4083	7267
peach	4083	7268
filmed	4083	7269
pakistan	4080	7270
oughta	4080	7271
selection	4079	7272
squeaking	4079	7273
condom	4078	7274
sadie	4077	7275
barbie	4076	7276
alongside	4076	7277
risking	4075	7278
democratic	4074	7279
nerd	4074	7280
dancers	4074	7281
crook	4072	7282
mack	4071	7283
grasp	4071	7284
translate	4070	7285
behaving	4068	7286
humiliating	4067	7287
quarrel	4066	7288
lively	4065	7289
fury	4065	7290
policemen	4064	7291
sensei	4064	7292
elders	4064	7293
battlefield	4064	7294
sticky	4063	7295
glen	4063	7296
liu	4062	7297
primitive	4062	7298
reign	4062	7299
eugene	4061	7300
stash	4061	7301
evolved	4060	7302
shifts	4060	7303
unlock	4059	7304
devices	4059	7305
peculiar	4058	7306
talents	4057	7307
anita	4057	7308
foreigners	4056	7309
snacks	4056	7310
mint	4055	7311
pissing	4054	7312
fuse	4054	7313
manuel	4054	7314
towers	4054	7315
freezer	4052	7316
inheritance	4051	7317
villages	4049	7318
beckett	4045	7319
jewel	4045	7320
bollocks	4045	7321
shells	4044	7322
swept	4043	7323
recognition	4042	7324
shovel	4040	7325
artistic	4039	7326
qualities	4037	7327
ferry	4034	7328
darren	4031	7329
misunderstood	4029	7330
portal	4029	7331
atomic	4028	7332
javier	4027	7333
ava	4027	7334
claiming	4025	7335
examined	4025	7336
defensive	4025	7337
kenneth	4024	7338
kat	4023	7339
sensation	4023	7340
ahhh	4023	7341
5th	4022	7342
increasing	4021	7343
fugitive	4020	7344
urban	4019	7345
visions	4017	7346
bathing	4016	7347
gregory	4016	7348
delight	4016	7349
iot	4014	7350
genes	4014	7351
boundaries	4012	7352
caution	4012	7353
ellis	4011	7354
strangled	4011	7355
thorough	4010	7356
ike	4009	7357
bites	4008	7358
nude	4008	7359
tidy	4007	7360
patricia	4007	7361
tate	4006	7362
obligation	4005	7363
ari	4003	7364
clearance	4001	7365
reserved	4000	7366
nasa	3999	7367
spock	3996	7368
marion	3995	7369
this-	3995	7370
reflect	3994	7371
jammed	3994	7372
sleeve	3992	7373
classy	3992	7374
fag	3990	7375
angelo	3989	7376
bradley	3988	7377
bananas	3988	7378
ex-husband	3988	7379
saints	3988	7380
longest	3987	7381
confirmation	3986	7382
mushrooms	3986	7383
cyrus	3985	7384
toni	3985	7385
p.	3983	7386
finals	3983	7387
millionaire	3983	7388
adoption	3982	7389
wired	3981	7390
comet	3980	7391
handing	3980	7392
cheerful	3980	7393
deb	3980	7394
acceptable	3978	7395
realistic	3978	7396
waits	3977	7397
sufficient	3977	7398
cosmic	3976	7399
nolan	3975	7400
gabe	3975	7401
intellectual	3975	7402
'we	3974	7403
vomit	3972	7404
warmth	3970	7405
magnum	3969	7406
associated	3968	7407
alas	3967	7408
engineers	3967	7409
offend	3966	7410
overwhelming	3966	7411
sherry	3966	7412
inherited	3965	7413
antoine	3964	7414
whooping	3962	7415
scars	3962	7416
sheldon	3960	7417
purposes	3955	7418
robbing	3955	7419
refrigerator	3954	7420
instructor	3954	7421
darrin	3954	7422
moms	3954	7423
overtime	3953	7424
percy	3952	7425
laurel	3952	7426
females	3951	7427
sacrifices	3947	7428
representing	3943	7429
drift	3943	7430
ruthless	3942	7431
'a	3942	7432
po	3942	7433
arguments	3941	7434
crappy	3941	7435
musicians	3940	7436
sidney	3938	7437
depressing	3938	7438
lasts	3938	7439
doom	3937	7440
milo	3936	7441
cant	3936	7442
backpack	3934	7443
aisle	3933	7444
insulting	3933	7445
edition	3932	7446
losses	3932	7447
sh	3932	7448
preacher	3931	7449
schmidt	3929	7450
swinging	3925	7451
managing	3924	7452
sinking	3924	7453
lacey	3924	7454
casting	3922	7455
trials	3919	7456
demonstrate	3918	7457
diseases	3918	7458
beggar	3917	7459
amounts	3916	7460
traced	3915	7461
raven	3913	7462
activate	3912	7463
slapped	3911	7464
heroic	3908	7465
roar	3907	7466
queer	3906	7467
uk	3905	7468
matching	3905	7469
trump	3904	7470
resignation	3903	7471
newton	3901	7472
sincerely	3900	7473
stacy	3900	7474
saul	3900	7475
madman	3899	7476
jenkins	3898	7477
poke	3898	7478
spicy	3897	7479
swap	3897	7480
programs	3894	7481
sheer	3893	7482
spaceship	3893	7483
schultz	3893	7484
blink	3893	7485
steer	3892	7486
males	3891	7487
injection	3890	7488
know-	3890	7489
ant	3888	7490
reform	3888	7491
mother-in-law	3888	7492
properties	3887	7493
virtually	3886	7494
camps	3886	7495
tapping	3884	7496
tequila	3882	7497
inquiry	3881	7498
fainted	3881	7499
formation	3879	7500
shields	3876	7501
escaping	3876	7502
unemployed	3875	7503
murdering	3874	7504
interviewed	3873	7505
striking	3872	7506
vows	3871	7507
donovan	3871	7508
antique	3870	7509
il	3870	7510
sherlock	3869	7511
puke	3869	7512
hysterical	3868	7513
taller	3868	7514
employment	3867	7515
thats	3866	7516
agrees	3865	7517
dodge	3864	7518
unite	3860	7519
mumbling	3859	7520
rabbits	3857	7521
repeating	3856	7522
mule	3856	7523
locals	3856	7524
v.	3854	7525
neighbourhood	3853	7526
hayes	3852	7527
bats	3852	7528
beliefs	3852	7529
spared	3851	7530
vegetable	3850	7531
ch00ffff	3849	7532
liv	3848	7533
bunker	3848	7534
channels	3847	7535
phenomenon	3846	7536
hips	3846	7537
grayson	3844	7538
expelled	3840	7539
camille	3839	7540
languages	3838	7541
iv	3838	7542
premises	3837	7543
pronounce	3836	7544
ng	3836	7545
bridges	3834	7546
ape	3834	7547
julius	3833	7548
bruises	3832	7549
convict	3831	7550
prettier	3830	7551
elections	3829	7552
18th	3829	7553
annoyed	3828	7554
hometown	3828	7555
earrings	3827	7556
discreet	3827	7557
poured	3826	7558
morphine	3826	7559
henderson	3824	7560
jun	3824	7561
narrating	3823	7562
rookie	3823	7563
peanuts	3823	7564
camel	3822	7565
abe	3822	7566
chewing	3821	7567
imagining	3821	7568
runner	3821	7569
hyun	3821	7570
tomatoes	3819	7571
sponsor	3818	7572
fulfilled	3816	7573
probe	3816	7574
karate	3813	7575
grease	3812	7576
dinosaurs	3811	7577
rebellion	3810	7578
marta	3808	7579
lone	3807	7580
nan	3806	7581
underestimate	3804	7582
acres	3803	7583
carlton	3801	7584
hacked	3800	7585
barber	3799	7586
mining	3799	7587
aged	3798	7588
designs	3797	7589
preferred	3796	7590
19th	3796	7591
onions	3796	7592
stray	3796	7593
void	3793	7594
sixteen	3792	7595
slower	3792	7596
hannibal	3792	7597
sabotage	3791	7598
rabbi	3791	7599
concerning	3789	7600
dixon	3789	7601
holt	3787	7602
mannix	3786	7603
noted	3786	7604
peterson	3786	7605
dental	3786	7606
obama	3786	7607
squirrel	3785	7608
committing	3785	7609
werewolf	3785	7610
slipping	3784	7611
mm-mm	3784	7612
matthews	3783	7613
explosions	3783	7614
seo	3781	7615
russ	3781	7616
whitney	3781	7617
ignoring	3780	7618
infinite	3780	7619
cavalry	3780	7620
lam	3779	7621
suzanne	3779	7622
bomber	3779	7623
ruling	3777	7624
boiling	3775	7625
needles	3775	7626
semester	3773	7627
irrelevant	3772	7628
savior	3771	7629
veil	3769	7630
tramp	3769	7631
roberto	3768	7632
deepest	3768	7633
perfection	3768	7634
shutting	3768	7635
iii	3766	7636
tiffany	3766	7637
mentor	3766	7638
branches	3765	7639
enthusiasm	3764	7640
arena	3763	7641
listens	3762	7642
hardware	3762	7643
greatly	3762	7644
battalion	3762	7645
moustache	3761	7646
irresponsible	3761	7647
audio	3760	7648
ga	3760	7649
initiative	3759	7650
sweaty	3759	7651
noel	3758	7652
requests	3757	7653
distraction	3757	7654
parrot	3754	7655
steed	3754	7656
entertaining	3754	7657
whipped	3753	7658
proving	3752	7659
assaulted	3752	7660
piggy	3750	7661
pause	3750	7662
surviving	3750	7663
funding	3748	7664
dinosaur	3748	7665
acquaintance	3748	7666
bedtime	3748	7667
rail	3746	7668
rooster	3746	7669
cowards	3746	7670
hastings	3745	7671
container	3743	7672
lori	3743	7673
secured	3742	7674
tossed	3741	7675
stripper	3741	7676
s.	3741	7677
steele	3740	7678
waving	3739	7679
clamoring	3739	7680
banker	3738	7681
bacteria	3738	7682
indicates	3738	7683
assassination	3737	7684
yeah.	3737	7685
starring	3735	7686
drawings	3735	7687
cupboard	3735	7688
sanctuary	3735	7689
surgical	3735	7690
pairs	3735	7691
purely	3734	7692
temptation	3734	7693
elderly	3734	7694
geoffrey	3734	7695
vibe	3733	7696
profound	3732	7697
gong	3732	7698
transformed	3732	7699
crop	3732	7700
21st	3732	7701
detailed	3731	7702
scrap	3730	7703
abigail	3729	7704
careless	3727	7705
dove	3726	7706
sloppy	3726	7707
atlanta	3723	7708
hideous	3722	7709
10th	3720	7710
lizard	3720	7711
separation	3719	7712
intern	3719	7713
tab	3719	7714
psych	3718	7715
ranks	3718	7716
parish	3717	7717
booty	3716	7718
peasant	3715	7719
squeal	3715	7720
oooh	3715	7721
comb	3715	7722
bash	3714	7723
restored	3713	7724
platoon	3712	7725
junkie	3712	7726
involves	3710	7727
rupert	3709	7728
norm	3707	7729
carrier	3707	7730
fatty	3707	7731
difficulties	3706	7732
producers	3705	7733
superb	3705	7734
tha	3704	7735
candidates	3703	7736
summoned	3703	7737
15th	3702	7738
refuge	3702	7739
righteous	3702	7740
carolina	3701	7741
onion	3699	7742
natasha	3699	7743
pickup	3698	7744
spells	3697	7745
wesley	3697	7746
carrington	3696	7747
armies	3696	7748
seasons	3695	7749
senor	3695	7750
billie	3695	7751
specialty	3690	7752
thirst	3690	7753
select	3689	7754
rendezvous	3689	7755
smiled	3688	7756
colorado	3687	7757
visa	3686	7758
spice	3685	7759
caller	3684	7760
foods	3684	7761
rational	3684	7762
scottish	3683	7763
cunning	3682	7764
grunt	3681	7765
knot	3681	7766
hairs	3680	7767
payments	3679	7768
granddad	3678	7769
massacre	3678	7770
competitive	3677	7771
herb	3677	7772
mae	3676	7773
immune	3674	7774
grenade	3674	7775
regularly	3674	7776
stakes	3673	7777
kilos	3673	7778
monks	3672	7779
70s	3672	7780
gail	3671	7781
guinea	3671	7782
invent	3670	7783
nursery	3669	7784
protein	3669	7785
elbow	3668	7786
keller	3667	7787
clowns	3666	7788
thirteen	3665	7789
tattoos	3665	7790
flown	3665	7791
mustard	3665	7792
7th	3664	7793
terrace	3664	7794
alter	3663	7795
franz	3662	7796
transportation	3661	7797
what-	3661	7798
lens	3661	7799
alaska	3660	7800
ha-ha-ha	3660	7801
interference	3660	7802
freakin	3659	7803
wont	3659	7804
weep	3659	7805
clive	3659	7806
mourning	3659	7807
crooked	3659	7808
trainer	3658	7809
janitor	3658	7810
gradually	3657	7811
immigration	3656	7812
filth	3656	7813
momma	3656	7814
father-in-law	3656	7815
jackass	3655	7816
cho	3655	7817
reminder	3655	7818
culprit	3655	7819
gabrielle	3654	7820
innit	3653	7821
magistrate	3653	7822
jasmine	3652	7823
'm-	3651	7824
womb	3650	7825
texting	3650	7826
injustice	3650	7827
figuring	3649	7828
fracture	3648	7829
insanity	3646	7830
peasants	3645	7831
blossom	3645	7832
etc	3644	7833
agony	3642	7834
sounding	3642	7835
oz	3642	7836
elementary	3640	7837
seized	3636	7838
teaches	3636	7839
lovejoy	3636	7840
phillips	3635	7841
eighteen	3635	7842
shack	3634	7843
teen	3634	7844
definite	3634	7845
scrub	3633	7846
ruler	3631	7847
mold	3631	7848
contents	3631	7849
bitten	3630	7850
antidote	3630	7851
was-	3629	7852
saves	3628	7853
bunk	3627	7854
thor	3625	7855
republican	3625	7856
graveyard	3625	7857
attempts	3624	7858
poirot	3624	7859
aspect	3624	7860
relate	3622	7861
lemonade	3621	7862
flour	3620	7863
nypd	3618	7864
biology	3617	7865
dusty	3617	7866
felony	3617	7867
jax	3617	7868
fundamental	3616	7869
jai	3614	7870
successfully	3613	7871
potentially	3613	7872
donnie	3613	7873
strangely	3612	7874
condoms	3612	7875
quantum	3612	7876
utter	3611	7877
activated	3610	7878
installed	3608	7879
interrupted	3608	7880
'er	3608	7881
discharge	3607	7882
devastated	3607	7883
substitute	3607	7884
splash	3607	7885
julio	3606	7886
exile	3605	7887
aspirin	3605	7888
authentic	3602	7889
12th	3602	7890
summit	3601	7891
beck	3601	7892
addiction	3600	7893
lent	3600	7894
drone	3600	7895
involving	3599	7896
boyfriends	3598	7897
tango	3595	7898
permanently	3594	7899
province	3593	7900
attempting	3591	7901
deceived	3589	7902
'know	3588	7903
triangle	3588	7904
skipped	3588	7905
strawberry	3587	7906
mirrors	3585	7907
self-defense	3583	7908
preston	3583	7909
overwhelmed	3583	7910
swift	3583	7911
creeps	3581	7912
token	3580	7913
temporarily	3579	7914
poisonous	3579	7915
heidi	3579	7916
diagnosis	3579	7917
ninth	3578	7918
locations	3578	7919
retrieve	3577	7920
robbers	3576	7921
conclusions	3575	7922
joanna	3575	7923
disabled	3575	7924
ira	3573	7925
extension	3572	7926
lining	3572	7927
yuri	3571	7928
hip-hop	3571	7929
freeman	3571	7930
scoop	3569	7931
merlin	3568	7932
bridget	3567	7933
revving	3566	7934
transform	3563	7935
shelby	3562	7936
hospitality	3562	7937
brooks	3561	7938
survey	3561	7939
hunted	3560	7940
cozy	3560	7941
g.	3559	7942
recommendation	3559	7943
providing	3558	7944
microphone	3558	7945
skeleton	3558	7946
muslims	3557	7947
toll	3556	7948
reconsider	3555	7949
creaks	3555	7950
extended	3554	7951
spear	3554	7952
overboard	3554	7953
ai	3552	7954
clinton	3551	7955
petition	3550	7956
baggage	3549	7957
scumbag	3549	7958
tribute	3548	7959
weddings	3547	7960
facilities	3545	7961
bangs	3545	7962
claw	3545	7963
donation	3544	7964
isabelle	3543	7965
traitors	3542	7966
mei	3541	7967
jasper	3540	7968
borders	3538	7969
australian	3538	7970
colby	3538	7971
boxer	3537	7972
whilst	3536	7973
misfortune	3535	7974
elaborate	3535	7975
sights	3533	7976
maestro	3531	7977
mysteries	3530	7978
loosen	3529	7979
gifted	3529	7980
i--i	3527	7981
involvement	3526	7982
affects	3525	7983
summon	3525	7984
sherman	3525	7985
churchill	3523	7986
theresa	3523	7987
solitary	3522	7988
wilderness	3522	7989
baltimore	3522	7990
olympic	3522	7991
undo	3521	7992
mechanism	3521	7993
vietnamese	3520	7994
vanish	3520	7995
dome	3519	7996
biting	3519	7997
ronald	3519	7998
texted	3518	7999
sage	3516	8000
yummy	3515	8001
tactics	3515	8002
slack	3515	8003
snapped	3514	8004
weekly	3514	8005
bushes	3508	8006
grandparents	3508	8007
like-	3508	8008
henri	3506	8009
obtain	3505	8010
hart	3505	8011
flights	3503	8012
adventures	3502	8013
hottest	3501	8014
grown-up	3500	8015
eden	3500	8016
mild	3500	8017
dom	3500	8018
fourteen	3499	8019
smuggling	3498	8020
blend	3498	8021
chancellor	3497	8022
biscuits	3496	8023
gorilla	3496	8024
dynasty	3495	8025
acquired	3494	8026
businesses	3494	8027
countless	3493	8028
fritz	3492	8029
brent	3489	8030
gardener	3488	8031
barracks	3488	8032
flirt	3488	8033
cooks	3488	8034
distorted	3486	8035
carved	3484	8036
jumps	3484	8037
superhero	3484	8038
forests	3482	8039
clapping	3482	8040
psychiatric	3482	8041
snuck	3481	8042
roughly	3481	8043
screamed	3481	8044
raja	3480	8045
disappearing	3480	8046
establishment	3479	8047
whales	3478	8048
lump	3477	8049
dwarf	3477	8050
environmental	3477	8051
mam	3477	8052
pint	3476	8053
loading	3475	8054
diplomatic	3475	8055
exclaims	3474	8056
context	3474	8057
volunteered	3473	8058
risked	3473	8059
gangs	3473	8060
boost	3472	8061
fax	3471	8062
dante	3471	8063
